"Reference_name"	"Reference_bnumber"	"Reference_symbol"	"RegulonDB_tf_id"	"RegulonDB_tf_name"	"RegulonDB_tf_symmetry"	"RegulonDB_tf_family"	"RegulonDB_tf_class"	"RegulonDB_tf_conformation_id"	"RegulonDB_tf_conformation_final_state"	"RegulonDB_tf_conformation_type"	"RegulonDB_tf_interaction_type"	"RegulonDB_tf_apo_holo"	"Uniprot_ID"	"Pfam_ID"	"Refseq_ID"	"product_synonyms"	"RegulonDB_product_name"	"Ecocyc_id"	"gene_synonyms"	"RegulonDB_TF"	"Annotated_TF"	"Predicted_TF_2015"	"Predicted_TF_2020"	"Predicted_TF_2021"	"TF_synonyms"
"yeeN"	"b1983"	"yeeN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1983,ECK120008108,YeeN"	"putative transcriptional regulator YeeN"	"G7068"	"b1983,ECK120003654,ECK1978,G7068,yeeN"	0	1	0	0	1	"b1983,ECK120003654,ECK120008108,ECK1978,G7068,putative transcriptional regulator YeeN,yeeN,YeeN"
"yeeY"	"b2015"	"yeeY"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2015,ECK120008126,YeeY"	"putative DNA-binding transcriptional regulator YeeY"	"G7088"	"b2015,ECK120003674,ECK2009,G7088,yeeY"	0	1	1	0	1	"b2015,ECK120003674,ECK120008126,ECK2009,G7088,putative DNA-binding transcriptional regulator YeeY,yeeY,YeeY"
"YefM"	"b2017"	"yefM"	"ECK125135147"	"YefM"	"inverted-repeat"	"YefM, YoeB/Txe_like"	"Local Regulator"	"ECK125269369"	"YefM"	"Active"	NA	NA	"P69346"	"PF02604"	"NP_416521"	"b2017,ECK120006872,YefM"	"YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor"	"EG12844"	"b2017,ECK120002397,ECK2012,EG12844,yefM"	1	1	1	1	0	"b2017,ECK120002397,ECK120006872,ECK2012,EG12844,NP_416521,P69346,yefM,YefM,YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor"
"YefM-YoeB"	"b4539,b2017"	"yoeB,yefM"	"ECK125257203"	"YefM-YoeB"	"inverted-repeat"	NA	"Local Regulator"	"ECK125269428"	"YefM-YoeB"	"Active"	NA	NA	NA	NA	NA	"b4539,ECK120007103,toxin of the YoeB-YefM toxin-antitoxin pair,YoeB,b2017,ECK120006872,YefM"	"ribosome-dependent mRNA interferase toxin YoeB,YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor"	"G0-9121,EG12844"	"b4539,ECK120002629,ECK2011,G0-9121,yoeB,b2017,ECK120002397,ECK2012,EG12844,yefM"	1	1	1	1	0	"b2017,b4539,ECK120002397,ECK120002629,ECK120006872,ECK120007103,ECK2011,ECK2012,EG12844,G0-9121,ribosome-dependent mRNA interferase toxin YoeB,toxin of the YoeB-YefM toxin-antitoxin pair,yefM,YefM,YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor,YefM-YoeB,yoeB,YoeB"
"yegW"	"b2101"	"yegW"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2101,ECK120008165,YegW"	"putative DNA-binding transcriptional regulator YegW"	"G7133"	"b2101,ECK120003716,ECK2094,G7133,yegW"	0	1	1	0	1	"b2101,ECK120003716,ECK120008165,ECK2094,G7133,putative DNA-binding transcriptional regulator YegW,yegW,YegW"
"yehM"	"b2120"	"yehM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2120,ECK120006396,YehM,YehN,YehO"	"uncharacterized protein YehM"	"EG11999"	"b2120,ECK120001920,ECK2112,EG11999,yehM,yehN,yehO"	0	0	0	0	1	"b2120,ECK120001920,ECK120006396,ECK2112,EG11999,uncharacterized protein YehM,yehM,YehM,yehN,YehN,yehO,YehO"
"yeiE"	"b2157"	"yeiE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2157,ECK120006486,YeiE"	"LysR-type transcriptional regulator YeiE"	"EG12105"	"b2157,ECK120002010,ECK2150,EG12105,yeiE"	0	1	1	0	1	"b2157,ECK120002010,ECK120006486,ECK2150,EG12105,LysR-type transcriptional regulator YeiE,yeiE,YeiE"
"yeiI"	"b2160"	"yeiI"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2160,ECK120006421,YeiI"	"putative sugar kinase YeiI"	"EG12028"	"b2160,ECK120001945,ECK2153,EG12028,yeiI"	0	0	1	0	1	"b2160,ECK120001945,ECK120006421,ECK2153,EG12028,putative sugar kinase YeiI,yeiI,YeiI"
"YeiL"	"b2163"	"yeiL"	"ECK120013665"	"YeiL"	"inverted-repeat"	"Cyclic nucleotide_binding domain"	"Local Regulator"	"ECK125269390"	"YeiL"	"Active"	NA	NA	"P0A9E9"	"PF00027"	"NP_416668"	"b2163,ECK120006424,YeiL"	"DNA-binding transcriptional activator YeiL"	"EG12031"	"b2163,ECK120001948,ECK2156,EG12031,yeiL"	1	1	1	1	1	"b2163,DNA-binding transcriptional activator YeiL,ECK120001948,ECK120006424,ECK2156,EG12031,NP_416668,P0A9E9,yeiL,YeiL"
"yfaX"	"b2248"	"yfaX"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2248,ECK120008185,YfaX"	"putative DNA-binding transcriptional regulator YfaX"	"G7161"	"b2248,ECK120003737,ECK2241,G7161,yfaX"	0	1	1	0	1	"b2248,ECK120003737,ECK120008185,ECK2241,G7161,putative DNA-binding transcriptional regulator YfaX,yfaX,YfaX"
"yfeC"	"b2398"	"yfeC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2398,ECK120005871,YfeC"	"putative DNA-binding transcriptional regulator YfeC"	"EG11431"	"b2398,ECK120001395,ECK2392,EG11431,yfeC"	0	1	0	0	0	"b2398,ECK120001395,ECK120005871,ECK2392,EG11431,putative DNA-binding transcriptional regulator YfeC,yfeC,YfeC"
"yfeD"	"b2399"	"yfeD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2399,ECK120005872,YfeD"	"putative DNA-binding transcriptional regulator YfeD"	"EG11432"	"b2399,ECK120001396,ECK2393,EG11432,yfeD"	0	1	0	0	0	"b2399,ECK120001396,ECK120005872,ECK2393,EG11432,putative DNA-binding transcriptional regulator YfeD,yfeD,YfeD"
"yfeR"	"b2409"	"yfeR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2409,ECK120008279,YfeR"	"putative LysR-type DNA-binding transcriptional regulator YfeR"	"G7257"	"b2409,ECK120003831,ECK2403,G7257,yfeR"	0	1	1	0	1	"b2409,ECK120003831,ECK120008279,ECK2403,G7257,putative LysR-type DNA-binding transcriptional regulator YfeR,yfeR,YfeR"
"yffL"	"b2443"	"yffL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2443,ECK120008295,YffL"	"CPZ-55 prophage; uncharacterized protein YffL"	"G7273"	"b2443,ECK120003847,ECK2438,G7273,yffL"	0	0	0	0	1	"b2443,CPZ-55 prophage; uncharacterized protein YffL,ECK120003847,ECK120008295,ECK2438,G7273,yffL,YffL"
"yfhH"	"b2561"	"yfhH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2561,ECK120006660,YfhH"	"putative DNA-binding transcriptional regulator YfhH"	"EG12308"	"b2561,ECK120002185,ECK2559,EG12308,yfhH"	0	1	1	0	1	"b2561,ECK120002185,ECK120006660,ECK2559,EG12308,putative DNA-binding transcriptional regulator YfhH,yfhH,YfhH"
"yfiE"	"b2577"	"yfiE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2577,ECK120006195,YfiE"	"putative LysR-type DNA-binding transcriptional regulator YfiE"	"EG11785"	"b2577,ECK120001719,ECK2575,EG11785,yfiE"	0	1	1	0	1	"b2577,ECK120001719,ECK120006195,ECK2575,EG11785,putative LysR-type DNA-binding transcriptional regulator YfiE,yfiE,YfiE"
"yfjR"	"b2634"	"yfjR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2634,ECK120008385,YfjR"	"CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR"	"G7369"	"b2634,ECK120003937,ECK2630,G7369,yfjR"	0	1	0	0	1	"b2634,CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR,ECK120003937,ECK120008385,ECK2630,G7369,yfjR,YfjR"
"ygaV"	"b2667"	"ygaV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2667,ECK120008411,YgaV"	"putative DNA-binding transcriptional regulator YgaV"	"G7397"	"b2667,ECK120003964,ECK2661,G7397,ygaV"	0	1	1	0	1	"b2667,ECK120003964,ECK120008411,ECK2661,G7397,putative DNA-binding transcriptional regulator YgaV,ygaV,YgaV"
"ygbI"	"b2735"	"ygbI"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2735,ECK120008428,YgbI"	"putative DeoR-type DNA-binding transcriptional regulator YgbI"	"G7416"	"b2735,ECK120003981,ECK2730,G7416,ygbI"	0	1	1	0	1	"b2735,ECK120003981,ECK120008428,ECK2730,G7416,putative DeoR-type DNA-binding transcriptional regulator YgbI,ygbI,YgbI"
"ygeH"	"b2852"	"ygeH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2852,ECK120008482,YgeH"	"putative transcriptional regulator YgeH"	"G7472"	"b2852,ECK120004035,ECK2850,G7472,ygeH"	0	1	1	0	1	"b2852,ECK120004035,ECK120008482,ECK2850,G7472,putative transcriptional regulator YgeH,ygeH,YgeH"
"ygeK"	"b2855"	"ygeK"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2855,ECK120008485"	"putative DNA-binding transcriptional regulator YgeK"	"G7475"	"b2855,ECK120004038,ECK2853,G7475,ygeK"	0	1	0	0	0	"b2855,ECK120004038,ECK120008485,ECK2853,G7475,putative DNA-binding transcriptional regulator YgeK,ygeK,YgeK"
"ygeV"	"b2869"	"ygeV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2869,ECK120008497,YgeV"	"putative &sigma;<sup>54</sup>-dependent transcriptional regulator YgeV"	"G7488"	"b2869,ECK120004051,ECK2865,G7488,ygeV"	0	1	1	0	1	"b2869,ECK120004051,ECK120008497,ECK2865,G7488,putative &sigma;<sup>54</sup>-dependent transcriptional regulator YgeV,ygeV,YgeV"
"ygfB"	"b2909"	"ygfB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2909,ECK120005770,YgfB"	"PF03695 family protein YgfB"	"EG11323"	"b2909,ECK120001294,ECK2904,EG11323,ygfB"	0	0	0	0	0	"b2909,ECK120001294,ECK120005770,ECK2904,EG11323,PF03695 family protein YgfB,ygfB,YgfB"
"ygfI"	"b2921"	"ygfI"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2921,ECK120008526,YgfI"	"putative LysR-type DNA-binding transcriptional regulator YgfI"	"G7518"	"b2921,ECK120004080,ECK2917,G7518,ygfI"	0	1	1	0	1	"b2921,ECK120004080,ECK120008526,ECK2917,G7518,putative LysR-type DNA-binding transcriptional regulator YgfI,ygfI,YgfI"
"yghJ"	"b4466"	"yghJ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4466,ECK120008547,SslE,YghJ"	"putative lipoprotein YghJ"	"G7541"	"b2973,b2974,b4466,ECK120004101,ECK2968,G7541,sslE,yghJ"	0	0	0	0	1	"b2973,b2974,b4466,ECK120004101,ECK120008547,ECK2968,G7541,putative lipoprotein YghJ,sslE,SslE,yghJ,YghJ"
"yghO"	"b2981"	"yghO"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2981,ECK120008553,YghO"	"putative DNA-binding transcriptional regulator YghO"	"G7547"	"b2981,ECK120004107,ECK2976,G7547,yghO"	0	1	0	0	0	"b2981,ECK120004107,ECK120008553,ECK2976,G7547,putative DNA-binding transcriptional regulator YghO,yghO,YghO"
"YgiV"	"b3023"	"ygiV"	"ECK120051444"	"YgiV"	"inverted-repeat"	NA	"Local Regulator"	"ECK125269438"	"YgiV"	"Active"	NA	NA	"Q46866"	"PF06445"	"YP_026197"	"b3023,ECK120008576,YgiV"	"DNA-binding transcriptional repressor YgiV"	"G7573"	"b3023,ECK120004131,ECK3014,G7573,ygiV"	1	1	0	0	0	"b3023,DNA-binding transcriptional repressor YgiV,ECK120004131,ECK120008576,ECK3014,G7573,Q46866,ygiV,YgiV,YP_026197"
"YhaJ"	"b3105"	"yhaJ"	"ECK125257182"	"YhaJ"	"inverted-repeat"	NA	"Local Regulator"	"ECK125269413"	"YhaJ"	"Active"	NA	NA	"P67660"	"PF00126,PF03466"	"NP_417576"	"b3105,ECK120008615,YhaJ"	"DNA-binding transcriptional activator YhaJ"	"G7619"	"b3105,ECK120004172,ECK3096,G7619,yhaJ"	1	1	1	0	1	"b3105,DNA-binding transcriptional activator YhaJ,ECK120004172,ECK120008615,ECK3096,G7619,NP_417576,P67660,yhaJ,YhaJ"
"yhcF"	"b3219"	"yhcF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3219,ECK120008662,putative transcriptional regulator,YhcF"	"DUF1120 domain-containing protein YhcF"	"G7673"	"b3219,ECK120004220,ECK3208,G7673,yhcF"	0	1	0	0	0	"b3219,DUF1120 domain-containing protein YhcF,ECK120004220,ECK120008662,ECK3208,G7673,putative transcriptional regulator,yhcF,YhcF"
"yheO"	"b3346"	"yheO"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3346,ECK120008702,YheO"	"DNA-binding transcriptional regulator YheO"	"G7715"	"b3346,ECK120004260,ECK3333,G7715,yheO"	0	1	0	0	1	"b3346,DNA-binding transcriptional regulator YheO,ECK120004260,ECK120008702,ECK3333,G7715,yheO,YheO"
"yhfZ"	"b3383"	"yhfZ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3383,ECK120008720,YhfZ"	"putative DNA-binding transcriptional regulator YhfZ"	"G7735"	"b3383,ECK120004278,ECK3370,G7735,yhfZ"	0	1	0	0	0	"b3383,ECK120004278,ECK120008720,ECK3370,G7735,putative DNA-binding transcriptional regulator YhfZ,yhfZ,YhfZ"
"yhjB"	"b3520"	"yhjB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3520,ECK120006605,YhjB"	"putative DNA-binding transcriptional regulator YhjB"	"EG12246"	"b3520,ECK120002129,ECK3505,EG12246,yhjB"	0	1	1	0	1	"b3520,ECK120002129,ECK120006605,ECK3505,EG12246,putative DNA-binding transcriptional regulator YhjB,yhjB,YhjB"
"yiaG"	"b3555"	"yiaG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3555,ECK120006811,YiaG"	"putative DNA-binding transcriptional regulator YiaG"	"EG12624"	"b3555,ECK120002336,ECK3542,EG12624,yiaG"	0	1	1	0	1	"b3555,ECK120002336,ECK120006811,ECK3542,EG12624,putative DNA-binding transcriptional regulator YiaG,yiaG,YiaG"
"yiaU"	"b3585"	"yiaU"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3585,ECK120006646,YiaU"	"putative LysR-type DNA-binding transcriptional regulator YiaU"	"EG12289"	"b3585,ECK120002170,ECK3574,EG12289,yiaU"	0	1	1	0	1	"b3585,ECK120002170,ECK120006646,ECK3574,EG12289,putative LysR-type DNA-binding transcriptional regulator YiaU,yiaU,YiaU"
"yicC"	"b3644"	"yicC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3644,ECK120005649,YicC"	"UPF0701 family protein YicC"	"EG11192"	"b3644,ECK120001173,ECK3634,EG11192,yicC"	0	0	0	0	1	"b3644,ECK120001173,ECK120005649,ECK3634,EG11192,UPF0701 family protein YicC,yicC,YicC"
"yidB"	"b3698"	"yidB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3698,ECK120005653,YidB"	"DUF937 domain-containing protein YidB"	"EG11196"	"b3698,ECK120001177,ECK3690,EG11196,yidB"	0	0	0	0	1	"b3698,DUF937 domain-containing protein YidB,ECK120001177,ECK120005653,ECK3690,EG11196,yidB,YidB"
"yidF"	"b3674"	"yidF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3674,ECK120006113,putative DNA-binding transcriptional regulator,YidF"	"uncharacterized protein YidF"	"EG11694"	"b3674,ECK120001637,ECK3665,EG11694,yidF"	0	1	0	0	0	"b3674,ECK120001637,ECK120006113,ECK3665,EG11694,putative DNA-binding transcriptional regulator,uncharacterized protein YidF,yidF,YidF"
"yidL"	"b3680"	"yidL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3680,ECK120006126,putative ARAC-type regulatory protein,YidL"	"putative DNA-binding transcriptional regulator YidL"	"EG11707"	"b3680,ECK120001650,ECK3671,EG11707,yidL"	0	1	1	0	1	"b3680,ECK120001650,ECK120006126,ECK3671,EG11707,putative ARAC-type regulatory protein,putative DNA-binding transcriptional regulator YidL,yidL,YidL"
"yidP"	"b3684"	"yidP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3684,ECK120006130,YidP"	"putative DNA-binding transcriptional regulator YidP"	"EG11711"	"b3684,ECK120001654,ECK3676,EG11711,yidP"	0	1	1	0	1	"b3684,ECK120001654,ECK120006130,ECK3676,EG11711,putative DNA-binding transcriptional regulator YidP,yidP,YidP"
"yidZ"	"b3711"	"yidZ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3711,ECK120006136,YidZ"	"putative LysR-type transcriptional regulator YidZ"	"EG11721"	"b3711,ECK120001660,ECK3704,EG11721,yidZ"	0	1	1	0	1	"b3711,ECK120001660,ECK120006136,ECK3704,EG11721,putative LysR-type transcriptional regulator YidZ,yidZ,YidZ"
"yieP"	"b3755"	"yieP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3755,ECK120006148,YieP"	"DNA-binding transcriptional regulator YieP"	"EG11733"	"b3755,ECK120001672,ECK3749,EG11733,yieP"	0	1	1	0	1	"b3755,DNA-binding transcriptional regulator YieP,ECK120001672,ECK120006148,ECK3749,EG11733,yieP,YieP"
"yihL"	"b3872"	"yihL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3872,ECK120006245,YihL"	"putative transcriptional regulator YihL"	"EG11838"	"b3872,ECK120001769,ECK3865,EG11838,yihL"	0	1	1	0	1	"b3872,ECK120001769,ECK120006245,ECK3865,EG11838,putative transcriptional regulator YihL,yihL,YihL"
"yiiE"	"b3889"	"yiiE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3889,ECK120006261,YiiE"	"putative DNA-binding transcriptional regulator YiiE"	"EG11854"	"b3889,ECK120001785,ECK3882,EG11854,yiiE"	0	1	0	0	0	"b3889,ECK120001785,ECK120006261,ECK3882,EG11854,putative DNA-binding transcriptional regulator YiiE,yiiE,YiiE"
"yijO"	"b3954"	"yijO"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3954,ECK120006317,YijO"	"putative DNA-binding transcriptional regulator YijO"	"EG11913"	"b3954,ECK120001841,ECK3945,EG11913,yijO"	0	1	1	0	1	"b3954,ECK120001841,ECK120006317,ECK3945,EG11913,putative DNA-binding transcriptional regulator YijO,yijO,YijO"
"yjdC"	"b4135"	"yjdC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4135,ECK120006545,YjdC"	"putative DNA-binding transcriptional regulator YjdC"	"EG12176"	"b4135,cutA3,ECK120002069,ECK4129,EG12176,yjdC"	0	1	1	0	0	"b4135,cutA3,ECK120002069,ECK120006545,ECK4129,EG12176,putative DNA-binding transcriptional regulator YjdC,yjdC,YjdC"
"yjfJ"	"b4182"	"yjfJ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4182,ECK120008782,putative transcriptional regulator effector protein,YjfJ"	"PspA family protein YjfJ"	"G7847"	"b4182,ECK120004343,ECK4178,G7847,yjfJ"	0	1	0	0	0	"b4182,ECK120004343,ECK120008782,ECK4178,G7847,PspA family protein YjfJ,putative transcriptional regulator effector protein,yjfJ,YjfJ"
"yjhI"	"b4299"	"yjhI"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4299,ECK120008843,YjhI"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI"	"G7912"	"b4299,ECK120004407,ECK4288,G7912,yjhI"	0	1	1	0	1	"b4299,ECK120004407,ECK120008843,ECK4288,G7912,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI,yjhI,YjhI"
"yjhU"	"b4295"	"yjhU"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4295,ECK120008840,YjhU"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU"	"G7909"	"b4295,ECK120004404,ECK4284,G7909,yjhU"	0	1	1	0	1	"b4295,ECK120004404,ECK120008840,ECK4284,G7909,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU,yjhU,YjhU"
"yjiR"	"b4340"	"yjiR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4340,ECK120008867,YjiR"	"fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR"	"G7936"	"b4340,ECK120004431,ECK4331,G7936,yjiR"	0	1	1	0	1	"b4340,ECK120004431,ECK120008867,ECK4331,fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR,G7936,yjiR,YjiR"
"yjjJ"	"b4385"	"yjjJ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4385,ECK120006692,putative DNA-binding transcriptional regulator,putative kinase YjjJ,YjjJ"	"toxin YjjJ"	"EG12342"	"b4385,ECK120002217,ECK4377,EG12342,yjjJ"	0	1	1	0	0	"b4385,ECK120002217,ECK120006692,ECK4377,EG12342,putative DNA-binding transcriptional regulator,putative kinase YjjJ,toxin YjjJ,yjjJ,YjjJ"
"YjjQ"	"b4365"	"yjjQ"	"ECK125228843"	"YjjQ"	"inverted-repeat"	"LuxR/UhpA"	"Local Regulator"	"ECK125269293"	"YjjQ"	"Active"	NA	NA	"P0ADD7"	"PF00196"	"NP_418785"	"b4365,ECK120008876,YjjQ"	"DNA-binding transcriptional repressor YjjQ"	"G7947"	"b4365,ECK120004440,ECK4355,G7947,yjjQ"	1	1	1	1	1	"b4365,DNA-binding transcriptional repressor YjjQ,ECK120004440,ECK120008876,ECK4355,G7947,NP_418785,P0ADD7,yjjQ,YjjQ"
"ykgA"	"b0300"	"ykgA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0300,ECK120007262"	"putative DNA-binding transcriptional regulator YkgA"	"G6170"	"b0300,ECK0300,ECK120002790,G6170,ykgA"	0	1	0	0	0	"b0300,ECK0300,ECK120002790,ECK120007262,G6170,putative DNA-binding transcriptional regulator YkgA,ykgA,YkgA"
"ykgV"	"b4729"	"ykgV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4729,ECK125276552,YkgV"	"CP4-6 prophage; protein YkgV"	"G0-16724"	"b4729,ECK125276526,ECK4586,G0-16724,ykgV"	0	0	0	0	1	"b4729,CP4-6 prophage; protein YkgV,ECK125276526,ECK125276552,ECK4586,G0-16724,ykgV,YkgV"
"ylbG"	"b0502"	"ylbG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0502,ECK120007351,YlbG"	"putative DNA-binding transcriptional regulator YlbG"	"G6273"	"b0502,ECK0495,ECK120002881,G6273,ylbG"	0	1	0	0	1	"b0502,ECK0495,ECK120002881,ECK120007351,G6273,putative DNA-binding transcriptional regulator YlbG,ylbG,YlbG"
"ymfL"	"b1147"	"ymfL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1147,e14 prophage; putative DNA-binding transcriptional regulator,ECK120007645,YmfL"	"e14 prophage; uncharacterized protein YmfL"	"G6591"	"b1147,ECK1133,ECK120003186,G6591,ymfL"	0	1	1	0	0	"b1147,e14 prophage; putative DNA-binding transcriptional regulator,e14 prophage; uncharacterized protein YmfL,ECK1133,ECK120003186,ECK120007645,G6591,ymfL,YmfL"
"ymfN"	"b1149"	"ymfN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1149,e14 prophage; phage terminase-like protein YmfN,e14 prophage; putative DNA-binding transcriptional regulator,ECK120007647,YmfN"	"e14 prophage; chimeric replication protein/phage terminase YmfN"	"G6593"	"b1149,ECK1135,ECK120003188,G6593,ymfN"	0	1	0	0	1	"b1149,e14 prophage; chimeric replication protein/phage terminase YmfN,e14 prophage; phage terminase-like protein YmfN,e14 prophage; putative DNA-binding transcriptional regulator,ECK1135,ECK120003188,ECK120007647,G6593,ymfN,YmfN"
"ymfT"	"b1146"	"ymfT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1146,CroE,ECK120007644,YmfT"	"e14 prophage; putative DNA-binding transcriptional regulator YmfT"	"G6590"	"b1146,croE,ECK1132,ECK120003185,G6590,ymfT"	0	1	0	0	0	"b1146,croE,CroE,e14 prophage; putative DNA-binding transcriptional regulator YmfT,ECK1132,ECK120003185,ECK120007644,G6590,ymfT,YmfT"
"yneJ"	"b1526"	"yneJ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1526,ECK120007857,YneJ"	"putative LysR-type DNA-binding transcriptional regulator YneJ"	"G6812"	"b1526,ECK120003401,ECK1519,G6812,yneJ"	0	1	1	0	1	"b1526,ECK120003401,ECK120007857,ECK1519,G6812,putative LysR-type DNA-binding transcriptional regulator YneJ,yneJ,YneJ"
"yneL"	"b1506"	"yneL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1506,ECK120007841"	"putative HTH-type transcriptional regulator YneL"	"G6796"	"b1506,ECK120003385,ECK1499,G6796,yneL"	0	1	0	0	0	"b1506,ECK120003385,ECK120007841,ECK1499,G6796,putative HTH-type transcriptional regulator YneL,yneL,YneL"
"ynfL"	"b1595"	"ynfL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1595,ECK120007898,YnfL"	"putative DNA-binding transcriptional regulator"	"G6853"	"b1595,ECK120003442,ECK1590,G6853,ynfL"	0	1	1	0	1	"b1595,ECK120003442,ECK120007898,ECK1590,G6853,putative DNA-binding transcriptional regulator,ynfL,YnfL"
"ypdC"	"b2382"	"ypdC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2382,ECK120008268,YpdC"	"putative AraC-type DNA-binding transcriptional regulator YpdC"	"G7245"	"b2382,ECK120003820,ECK2378,G7245,ypdC"	0	1	1	0	1	"b2382,ECK120003820,ECK120008268,ECK2378,G7245,putative AraC-type DNA-binding transcriptional regulator YpdC,ypdC,YpdC"
