"Zika_gene_id"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_start"	"Zika_stop"	"Zika_strand"	"Zika_type"	"Zika_TF"	"Zika_parsed_bnum"
3526	"b3737"	"atpE"	NA	"ATP synthase Fo complex subunit c"	3920950	3921189	"-"	"CDS"	NA	"b3737"
3527	"b3738"	"atpB"	NA	"ATP synthase Fo complex subunit a"	3921236	3922051	"-"	"CDS"	NA	"b3738"
3528	"b3739"	"atpI"	NA	"ATP synthase accessory factor"	3922060	3922440	"-"	"CDS"	NA	"b3739"
3529	"b3740"	"rsmG"	NA	"16S rRNA m(7)G527 methyltransferase"	3923057	3923680	"-"	"CDS"	NA	"b3740"
3530	"b3741"	"mnmG"	NA	"5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG"	3923744	3925633	"-"	"CDS"	NA	"b3741"
3531	"b3742"	"mioC"	NA	"flavoprotein MioC"	3926012	3926455	"-"	"CDS"	NA	"b3742"
3532	"b3744"	"asnA"	NA	"asparagine synthetase A"	3927155	3928147	"+"	"CDS"	NA	"b3744"
3533	"b3745"	"viaA"	NA	"protein ViaA"	3928152	3929603	"-"	"CDS"	NA	"b3745"
3534	"b3746"	"ravA"	NA	"regulatory ATPase RavA"	3929597	3931093	"-"	"CDS"	NA	"b3746"
3535	"b3747"	"kup"	NA	"K(+):H(+) symporter Kup"	3931316	3933184	"+"	"CDS"	NA	"b3747"
3536	"b3748"	"rbsD"	NA	"D-ribose pyranase"	3933351	3933770	"+"	"CDS"	NA	"b3748"
3537	"b3749"	"rbsA"	NA	"ribose ABC transporter ATP binding subunit"	3933778	3935283	"+"	"CDS"	NA	"b3749"
3538	"b3750"	"rbsC"	NA	"ribose ABC transporter membrane subunit"	3935288	3936253	"+"	"CDS"	NA	"b3750"
3539	"b3751"	"rbsB"	NA	"ribose ABC transporter periplasmic binding protein"	3936278	3937168	"+"	"CDS"	NA	"b3751"
3540	"b3752"	"rbsK"	NA	"ribokinase"	3937294	3938223	"+"	"CDS"	NA	"b3752"
3541	"b3754"	"hsrA"	NA	"putative transporter HsrA"	3939185	3940612	"-"	"CDS"	NA	"b3754"
3542	"b3764"	"yifE"	NA	"macrodomain Ori protein"	3948086	3948424	"+"	"CDS"	NA	"b3764"
3543	"b3765"	"yifB"	NA	"putative magnesium chelatase YifB"	3948449	3949969	"-"	"CDS"	NA	"b3765"
3544	"b3766"	"ilvL"	NA	"ilvXGMEDA operon leader peptide"	3950322	3950420	"+"	"CDS"	NA	"b3766"
3545	"b4669"	"ilvX"	NA	"uncharacterized protein IlvX"	3950507	3950557	"+"	"CDS"	NA	"b4669"
3546	"b3769"	"ilvM"	NA	"acetolactate synthase II subunit IlvM"	3952201	3952464	"+"	"CDS"	NA	"b3769"
3547	"b3770"	"ilvE"	NA	"branched-chain-amino-acid aminotransferase"	3952484	3953413	"+"	"CDS"	NA	"b3770"
3548	"b3771"	"ilvD"	NA	"dihydroxy-acid dehydratase"	3953478	3955328	"+"	"CDS"	NA	"b3771"
3549	"b3772"	"ilvA"	NA	"threonine deaminase"	3955331	3956875	"+"	"CDS"	NA	"b3772"
3550	"b3774"	"ilvC"	NA	"ketol-acid reductoisomerase (NADP(+))"	3957970	3959445	"+"	"CDS"	NA	"b3774"
3551	"b3775"	"ppiC"	NA	"peptidyl-prolyl cis-trans isomerase C"	3959532	3959813	"-"	"CDS"	NA	"b3775"
3552	"b3778"	"rep"	NA	"ATP-dependent DNA helicase Rep"	3960677	3962698	"+"	"CDS"	NA	"b3778"
3553	"b3779"	"gpp"	NA	"guanosine-5-triphosphate,3-diphosphate phosphatase"	3962745	3964229	"-"	"CDS"	NA	"b3779"
3554	"b3780"	"rhlB"	NA	"ATP-dependent RNA helicase RhlB"	3964365	3965630	"-"	"CDS"	NA	"b3780"
3555	"b3781"	"trxA"	NA	"thioredoxin 1"	3965761	3966090	"+"	"CDS"	NA	"b3781"
3556	"b3783"	"rho"	NA	"transcription termination factor Rho"	3966417	3967676	"+"	"CDS"	NA	"b3783"
3557	"b3784"	"wecA"	NA	"UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase"	3967916	3969019	"+"	"CDS"	NA	"b3784"
3558	"b3785"	"wzzE"	NA	"enterobacterial common antigen polysaccharide co-polymerase"	3969031	3970077	"+"	"CDS"	NA	"b3785"
3559	"b3786"	"wecB"	NA	"UDP-N-acetylglucosamine 2-epimerase"	3970133	3971263	"+"	"CDS"	NA	"b3786"
3560	"b3787"	"wecC"	NA	"UDP-N-acetyl-D-mannosamine dehydrogenase"	3971260	3972522	"+"	"CDS"	NA	"b3787"
3561	"b3788"	"rffG"	NA	"dTDP-glucose 4,6-dehydratase 2"	3972522	3973589	"+"	"CDS"	NA	"b3788"
3562	"b3789"	"rffH"	NA	"dTDP-glucose pyrophosphorylase 2"	3973608	3974489	"+"	"CDS"	NA	"b3789"
3563	"b3790"	"wecD"	NA	"dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase"	3974467	3975141	"+"	"CDS"	NA	"b3790"
3564	"b3791"	"wecE"	NA	"dTDP-4-dehydro-6-deoxy-D-glucose transaminase"	3975146	3976276	"+"	"CDS"	NA	"b3791"
3565	"b3792"	"wzxE"	NA	"lipid III flippase"	3976278	3977528	"+"	"CDS"	NA	"b3792"
3566	"b4481"	"wecF"	NA	"4-acetamido-4,6-dideoxy-D-galactose transferase"	3977525	3978604	"+"	"CDS"	NA	"b4481"
3567	"b3793"	"wzyE"	NA	"enterobacterial common antigen polymerase"	3978601	3979953	"+"	"CDS"	NA	"b3793"
3568	"b3794"	"wecG"	NA	"UDP-N-acetyl-D-mannosaminuronic acid transferase"	3979956	3980696	"+"	"CDS"	NA	"b3794"
3569	"b3795"	"yifK"	NA	"putative transporter YifK"	3980887	3982272	"+"	"CDS"	NA	"b3795"
3570	"b3800"	"aslB"	NA	"putative anaerobic sulfatase maturation enzyme AslB"	3982958	3984193	"+"	"CDS"	NA	"b3800"
3571	"b3801"	"aslA"	NA	"arylsulfatase"	3984352	3986007	"-"	"CDS"	NA	"b3801"
3572	"b3802"	"hemY"	NA	"protein HemY"	3986686	3987882	"-"	"CDS"	NA	"b3802"
3573	"b3803"	"hemX"	NA	"PF04375 family protein HemX"	3987885	3989066	"-"	"CDS"	NA	"b3803"
3574	"b3804"	"hemD"	NA	"uroporphyrinogen-III synthase"	3989088	3989828	"-"	"CDS"	NA	"b3804"
3575	"b3805"	"hemC"	NA	"hydroxymethylbilane synthase"	3989825	3990766	"-"	"CDS"	NA	"b3805"
3576	"b3806"	"cyaA"	NA	"adenylate cyclase"	3991153	3993699	"+"	"CDS"	NA	"b3806"
3577	"b3807"	"cyaY"	NA	"frataxin CyaY"	3993739	3994059	"-"	"CDS"	NA	"b3807"
3578	"b4558"	"yifL"	NA	"putative lipoprotein YifL"	3994522	3994725	"+"	"CDS"	NA	"b4558"
3579	"b3809"	"dapF"	NA	"diaminopimelate epimerase"	3994762	3995586	"+"	"CDS"	NA	"b3809"
3580	"b3810"	"yigA"	NA	"conserved protein YigA"	3995583	3996290	"+"	"CDS"	NA	"b3810"
3581	"b3811"	"xerC"	NA	"site-specific tyrosine recombinase"	3996287	3997183	"+"	"CDS"	NA	"b3811"
3582	"b3812"	"yigB"	NA	"5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase"	3997183	3997899	"+"	"CDS"	NA	"b3812"
3583	"b3813"	"uvrD"	NA	"ssDNA translocase and dsDNA helicase - DNA helicase II"	3997983	4000145	"+"	"CDS"	NA	"b3813"
3584	"b4482"	"yigE"	NA	"DUF2233 domain-containing protein YigE"	4000292	4001056	"-"	"CDS"	NA	"b4482"
3585	"b3816"	"corA"	NA	"Ni(2(+))/Co(2(+))/Mg(2(+)) transporter"	4001426	4002376	"+"	"CDS"	NA	"b3816"
3586	"b3817"	"yigF"	NA	"DUF2628 domain-containing protein YigF"	4002419	4002799	"-"	"CDS"	NA	"b3817"
3587	"b3818"	"yigG"	NA	"inner membrane protein"	4002813	4003193	"-"	"CDS"	NA	"b3818"
3588	"b3819"	"rarD"	NA	"putative transporter RarD"	4003288	4004178	"-"	"CDS"	NA	"b3819"
3589	"b3820"	"yigI"	NA	"putative thioesterase YigI"	4004230	4004697	"-"	"CDS"	NA	"b3820"
3590	"b3821"	"pldA"	NA	"outer membrane phospholipase A"	4004862	4005731	"+"	"CDS"	NA	"b3821"
3591	"b3822"	"recQ"	NA	"ATP-dependent DNA helicase RecQ"	4005864	4007693	"+"	"CDS"	NA	"b3822"
3592	"b3823"	"rhtC"	NA	"L-threonine exporter"	4007757	4008377	"+"	"CDS"	NA	"b3823"
3593	"b3824"	"rhtB"	NA	"L-homoserine/L-homoserine lactone/L-threonine exporter"	4008439	4009059	"-"	"CDS"	NA	"b3824"
3594	"b3825"	"pldB"	NA	"lysophospholipase L2"	4009170	4010192	"+"	"CDS"	NA	"b3825"
3595	"b3826"	"yigL"	NA	"phosphosugar phosphatase YigL"	4010200	4011000	"+"	"CDS"	NA	"b3826"
3596	"b3827"	"yigM"	NA	"biotin transporter"	4011076	4011975	"+"	"CDS"	NA	"b3827"
3597	"b3829"	"metE"	NA	"cobalamin-independent homocysteine transmethylase"	4013053	4015314	"+"	"CDS"	NA	"b3829"
3598	"b3830"	"ysgA"	NA	"putative dienelactone hydrolase"	4015354	4016169	"-"	"CDS"	NA	"b3830"
3599	"b3831"	"udp"	NA	"uridine phosphorylase"	4016431	4017192	"+"	"CDS"	NA	"b3831"
3600	"b3832"	"rmuC"	NA	"putative recombination limiting protein RmuC"	4017333	4018760	"+"	"CDS"	NA	"b3832"
3601	"b3833"	"ubiE"	NA	"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase"	4018855	4019610	"+"	"CDS"	NA	"b3833"
3602	"b3834"	"ubiJ"	NA	"ubiquinone biosynthesis accessory factor UbiJ"	4019624	4020229	"+"	"CDS"	NA	"b3834"
3603	"b3835"	"ubiB"	NA	"ubiquinone biosynthesis protein UbiB"	4020226	4021866	"+"	"CDS"	NA	"b3835"
3604	"b3836"	"tatA"	NA	"twin arginine protein translocation system - TatA protein"	4021945	4022214	"+"	"CDS"	NA	"b3836"
3605	"b3838"	"tatB"	NA	"twin arginine protein translocation system - TatB protein"	4022218	4022733	"+"	"CDS"	NA	"b3838"
3606	"b3839"	"tatC"	NA	"twin arginine protein translocation system - TatC protein"	4022736	4023512	"+"	"CDS"	NA	"b3839"
3607	"b4483"	"tatD"	NA	"3 -> 5 ssDNA/RNA exonuclease TatD"	4023554	4024336	"+"	"CDS"	NA	"b4483"
3608	"b3842"	"rfaH"	NA	"transcription antiterminator RfaH"	4024333	4024821	"-"	"CDS"	NA	"b3842"
3609	"b3844"	"fre"	NA	"flavin reductase"	4026527	4027228	"+"	"CDS"	NA	"b3844"
3610	"b3845"	"fadA"	NA	"3-ketoacyl-CoA thiolase"	4027609	4028772	"-"	"CDS"	NA	"b3845"
3611	"b3846"	"fadB"	NA	"dodecenoyl-CoA delta-isomerase, enoyl-CoA hydratase, 3-hydroxybutyryl-CoA epimerase, 3-hydroxyacyl-CoA dehydrogenase"	4028782	4030971	"-"	"CDS"	NA	"b3846"
3612	"b3847"	"pepQ"	NA	"Xaa-Pro dipeptidase"	4031161	4032492	"+"	"CDS"	NA	"b3847"
3613	"b3848"	"yigZ"	NA	"IMPACT family member YigZ"	4032492	4033106	"+"	"CDS"	NA	"b3848"
3614	"b3849"	"trkH"	NA	"K(+) transporter TrkH"	4033145	4034596	"+"	"CDS"	NA	"b3849"
3615	"b3850"	"hemG"	NA	"protoporphyrinogen oxidase"	4034608	4035153	"+"	"CDS"	NA	"b3850"
3616	"b3856"	"mobB"	NA	"molybdopterin-guanine dinucleotide biosynthesis adaptor protein"	4040906	4041433	"-"	"CDS"	NA	"b3856"
3617	"b3857"	"mobA"	NA	"molybdenum cofactor guanylyltransferase"	4041415	4041999	"-"	"CDS"	NA	"b3857"
3618	"b3859"	"srkA"	NA	"stress response kinase A"	4042415	4043401	"+"	"CDS"	NA	"b3859"
3619	"b3860"	"dsbA"	NA	"thiol:disulfide oxidoreductase DsbA"	4043418	4044044	"+"	"CDS"	NA	"b3860"
3620	"b3861"	"yihF"	NA	"uncharacterized protein YihF"	4044199	4045629	"+"	"CDS"	NA	"b3861"
3621	"b3862"	"yihG"	NA	"putative acyltransferase YihG"	4045670	4046602	"-"	"CDS"	NA	"b3862"
3622	"b3863"	"polA"	NA	"DNA polymerase I"	4046966	4049752	"+"	"CDS"	NA	"b3863"
3623	"b3865"	"yihA"	NA	"GTP-binding protein YihA"	4050133	4050765	"-"	"CDS"	NA	"b3865"
3624	"b3866"	"yihI"	NA	"Der GTPase-activating protein YihI"	4051347	4051856	"+"	"CDS"	NA	"b3866"
3625	"b3867"	"hemN"	NA	"coproporphyrinogen III dehydrogenase"	4052045	4053418	"+"	"CDS"	NA	"b3867"
3626	"b4686"	"yshB"	NA	"uncharacterized protein YshB"	4053647	4053757	"-"	"CDS"	NA	"b4686"
3627	"b3869"	"glnL"	NA	"sensory histidine kinase NtrB"	4055290	4056339	"-"	"CDS"	NA	"b3869"
3628	"b3870"	"glnA"	NA	"glutamine synthetase"	4056625	4058034	"-"	"CDS"	NA	"b3870"
3629	"b3871"	"typA"	NA	"ribosome-dependent GTPase, ribosome assembly factor"	4058407	4060230	"+"	"CDS"	NA	"b3871"
3630	"b3873"	"yihM"	NA	"putative TIM barrel domain-containing protein YihM"	4061165	4062145	"+"	"CDS"	NA	"b3873"
3631	"b3874"	"yihN"	NA	"putative transporter YihN"	4062247	4063512	"+"	"CDS"	NA	"b3874"
3632	"b3875"	"ompL"	NA	"putative outer membrane porin L"	4063603	4064295	"-"	"CDS"	NA	"b3875"
3633	"b3876"	"yihO"	NA	"putative sulfoquinovose transporter"	4064363	4065766	"-"	"CDS"	NA	"b3876"
3634	"b3877"	"yihP"	NA	"putative 2,3-dihydroxypropane-1-sulfonate export protein"	4065809	4067194	"-"	"CDS"	NA	"b3877"
3635	"b3878"	"yihQ"	NA	"sulfoquinovosidase"	4067240	4069276	"-"	"CDS"	NA	"b3878"
3636	"b3879"	"yihR"	NA	"putative aldose 1-epimerase YihR"	4069475	4070401	"-"	"CDS"	NA	"b3879"
3637	"b3880"	"yihS"	NA	"sulfoquinovose isomerase"	4070515	4071756	"-"	"CDS"	NA	"b3880"
3638	"b3881"	"yihT"	NA	"6-deoxy-6-sulfofructose-1-phosphate aldolase"	4071773	4072651	"-"	"CDS"	NA	"b3881"
3639	"b3882"	"yihU"	NA	"3-sulfolactaldehyde reductase"	4072675	4073571	"-"	"CDS"	NA	"b3882"
3640	"b3883"	"yihV"	NA	"6-deoxy-6-sulfofructose kinase"	4073739	4074635	"+"	"CDS"	NA	"b3883"
3641	"b3885"	"yihX"	NA	"alpha-D-glucose-1-phosphate phosphatase"	4075553	4076152	"+"	"CDS"	NA	"b3885"
3642	"b3886"	"yihY"	NA	"putative inner membrane protein"	4076146	4077018	"+"	"CDS"	NA	"b3886"
3643	"b3887"	"dtd"	NA	"D-aminoacyl-tRNA deacylase"	4077015	4077452	"+"	"CDS"	NA	"b3887"
3644	"b3888"	"yiiD"	NA	"putative acetyltransferase YiiD"	4077449	4078438	"+"	"CDS"	NA	"b3888"
3645	"b3889"	"yiiE"	NA	"putative DNA-binding transcriptional regulator YiiE"	4079291	4079509	"+"	"CDS"	1	"b3889"
3646	"b3890"	"yiiF"	NA	"protein YiiF"	4079751	4079969	"+"	"CDS"	NA	"b3890"
3647	"b3891"	"fdhE"	NA	"formate dehydrogenase formation protein"	4080299	4081228	"-"	"CDS"	NA	"b3891"
3648	"b3892"	"fdoI"	NA	"formate dehydrogenase O subunit gamma"	4081225	4081860	"-"	"CDS"	NA	"b3892"
3649	"b3893"	"fdoH"	NA	"formate dehydrogenase O subunit beta"	4081857	4082759	"-"	"CDS"	NA	"b3893"
3650	"b3894"	"fdoG"	NA	"formate dehydrogenase O subunit alpha"	4082772	4085822	"-"	"CDS"	NA	"b3894"
3651	"b3895"	"fdhD"	NA	"sulfurtransferase for molybdenum cofactor sulfuration"	4086016	4086849	"+"	"CDS"	NA	"b3895"
3652	"b3896"	"yiiG"	NA	"DUF3829 domain-containing lipoprotein YiiG"	4087002	4088057	"+"	"CDS"	NA	"b3896"
3653	"b3898"	"frvX"	NA	"peptidase M42 family protein"	4089855	4090925	"-"	"CDS"	NA	"b3898"
3654	"b3899"	"frvB"	NA	"putative PTS enzyme IIBC component FrvB"	4090915	4092366	"-"	"CDS"	NA	"b3899"
3655	"b3900"	"frvA"	NA	"putative PTS enzyme IIA component FrvA"	4092377	4092823	"-"	"CDS"	NA	"b3900"
3656	"b3901"	"rhaM"	NA	"L-rhamnose mutarotase"	4093124	4093438	"-"	"CDS"	NA	"b3901"
3657	"b3902"	"rhaD"	NA	"rhamnulose-1-phosphate aldolase"	4093448	4094272	"-"	"CDS"	NA	"b3902"
3658	"b3903"	"rhaA"	NA	"L-rhamnose isomerase"	4094723	4095982	"-"	"CDS"	NA	"b3903"
3659	"b3904"	"rhaB"	NA	"rhamnulokinase"	4095979	4097448	"-"	"CDS"	NA	"b3904"
3660	"b3907"	"rhaT"	NA	"rhamnose/lyxose:H(+) symporter"	4099491	4100525	"-"	"CDS"	NA	"b3907"
3661	"b3908"	"sodA"	NA	"superoxide dismutase (Mn)"	4100810	4101430	"+"	"CDS"	NA	"b3908"
3662	"b3909"	"kdgT"	NA	"2-dehydro-3-deoxy-D-gluconate:H(+) symporter"	4101690	4102673	"+"	"CDS"	NA	"b3909"
3663	"b3910"	"yiiM"	NA	"2-amino-6-N-hydroxylaminopurine resistance protein"	4102822	4103496	"+"	"CDS"	NA	"b3910"
3664	"b3911"	"cpxA"	NA	"sensory histidine kinase CpxA"	4103602	4104975	"-"	"CDS"	NA	"b3911"
3665	"b4484"	"cpxP"	NA	"periplasmic protein CpxP"	4105820	4106320	"+"	"CDS"	NA	"b4484"
3666	"b3915"	"fieF"	NA	"Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter"	4106469	4107371	"+"	"CDS"	NA	"b3915"
3667	"b3916"	"pfkA"	NA	"6-phosphofructokinase I"	4107552	4108514	"+"	"CDS"	NA	"b3916"
3668	"b3917"	"sbp"	NA	"sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp"	4108834	4109823	"+"	"CDS"	NA	"b3917"
3669	"b3918"	"cdh"	NA	"CDP-diacylglycerol diphosphatase"	4109930	4110685	"+"	"CDS"	NA	"b3918"
3670	"b3919"	"tpiA"	NA	"triose-phosphate isomerase"	4110740	4111507	"-"	"CDS"	NA	"b3919"
3671	"b3920"	"yiiQ"	NA	"DUF1454 domain-containing protein YiiQ"	4111615	4112214	"-"	"CDS"	NA	"b3920"
3672	"b3921"	"yiiR"	NA	"DUF805 domain-containing protein YiiR"	4112315	4112755	"+"	"CDS"	NA	"b3921"
3673	"b3922"	"yiiS"	NA	"DUF406 domain-containing protein YiiS"	4112967	4113266	"+"	"CDS"	NA	"b3922"
3674	"b3923"	"uspD"	NA	"universal stress protein D"	4113293	4113721	"+"	"CDS"	NA	"b3923"
3675	"b3924"	"fpr"	NA	"flavodoxin/ferredoxin-NADP(+) reductase"	4113726	4114472	"-"	"CDS"	NA	"b3924"
3676	"b3925"	"glpX"	NA	"fructose-1,6-bisphosphatase 2"	4114569	4115579	"-"	"CDS"	NA	"b3925"
3677	"b3926"	"glpK"	NA	"glycerol kinase"	4115714	4117222	"-"	"CDS"	NA	"b3926"
3678	"b3927"	"glpF"	NA	"glycerol facilitator"	4117245	4118090	"-"	"CDS"	NA	"b3927"
3679	"b3928"	"zapB"	NA	"cell division factor ZapB"	4118515	4118760	"+"	"CDS"	NA	"b3928"
3680	"b3929"	"rraA"	NA	"ribonuclease E inhibitor protein A"	4118845	4119330	"-"	"CDS"	NA	"b3929"
3681	"b3930"	"menA"	NA	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	4119423	4120349	"-"	"CDS"	NA	"b3930"
3682	"b3931"	"hslU"	NA	"ATPase component of the HslVU protease"	4120416	4121747	"-"	"CDS"	NA	"b3931"
3683	"b3932"	"hslV"	NA	"peptidase component of the HslVU protease"	4121757	4122287	"-"	"CDS"	NA	"b3932"
3684	"b3933"	"ftsN"	NA	"cell division protein FtsN"	4122380	4123339	"-"	"CDS"	NA	"b3933"
3685	"b3935"	"priA"	NA	"primosome factor N"	4124612	4126810	"-"	"CDS"	NA	"b3935"
3686	"b3936"	"rpmE"	NA	"50S ribosomal subunit protein L31"	4127013	4127225	"+"	"CDS"	NA	"b3936"
3687	"b3937"	"yiiX"	NA	"putative lipid binding hydrolase"	4127286	4127894	"-"	"CDS"	NA	"b3937"
3688	"b3939"	"metB"	NA	"O-succinylhomoserine(thiol)-lyase/O- succinylhomoserine lyase"	4128672	4129832	"+"	"CDS"	NA	"b3939"
3689	"b3940"	"metL"	NA	"fused aspartate kinase/homoserine dehydrogenase 2"	4129835	4132267	"+"	"CDS"	NA	"b3940"
3690	"b3941"	"metF"	NA	"5,10-methylenetetrahydrofolate reductase"	4132616	4133506	"+"	"CDS"	NA	"b3941"
3691	"b3942"	"katG"	NA	"hydroperoxidase I"	4133835	4136015	"+"	"CDS"	NA	"b3942"
3692	"b3943"	"yijE"	NA	"cystine exporter"	4136108	4137013	"+"	"CDS"	NA	"b3943"
3693	"b3944"	"yijF"	NA	"conserved protein YijF"	4137040	4137657	"-"	"CDS"	NA	"b3944"
3694	"b3945"	"gldA"	NA	"L-1,2-propanediol dehydrogenase/glycerol dehydrogenase"	4137932	4139035	"-"	"CDS"	NA	"b3945"
3695	"b3946"	"fsaB"	NA	"fructose-6-phosphate aldolase 2"	4139046	4139708	"-"	"CDS"	NA	"b3946"
3696	"b3947"	"frwA"	NA	"putative PTS multiphosphoryl transfer protein PtsA"	4139720	4142221	"-"	"CDS"	NA	"b3947"
3697	"b3949"	"frwC"	NA	"putative PTS enzyme IIC component FrwC"	4142530	4143609	"+"	"CDS"	NA	"b3949"
3698	"b3950"	"frwB"	NA	"putative PTS enzyme IIB component FrwB"	4143624	4143944	"+"	"CDS"	NA	"b3950"
3699	"b3951"	"pflD"	NA	"putative formate acetyltransferase 2"	4143995	4146292	"+"	"CDS"	NA	"b3951"
3700	"b3952"	"pflC"	NA	"putative pyruvate formate-lyase 2 activating enzyme PflC"	4146258	4147136	"+"	"CDS"	NA	"b3952"
3701	"b3953"	"frwD"	NA	"putative PTS enzyme IIB component FrwD"	4147138	4147479	"+"	"CDS"	NA	"b3953"
3702	"b3955"	"eptC"	NA	"phosphoethanolamine transferase EptC"	4148532	4150265	"-"	"CDS"	NA	"b3955"
3703	"b3956"	"ppc"	NA	"phosphoenolpyruvate carboxylase"	4150447	4153098	"-"	"CDS"	NA	"b3956"
3704	"b3957"	"argE"	NA	"acetylornithine deacetylase"	4153696	4154847	"-"	"CDS"	NA	"b3957"
3705	"b3958"	"argC"	NA	"N-acetylglutamylphosphate reductase"	4155001	4156005	"+"	"CDS"	NA	"b3958"
3706	"b3959"	"argB"	NA	"acetylglutamate kinase"	4156013	4156789	"+"	"CDS"	NA	"b3959"
3707	"b3960"	"argH"	NA	"argininosuccinate lyase"	4156850	4158223	"+"	"CDS"	NA	"b3960"
3708	"b3962"	"sthA"	NA	"soluble pyridine nucleotide transhydrogenase"	4159390	4160790	"-"	"CDS"	NA	"b3962"
3709	"b3964"	"yijD"	NA	"conserved inner membrane protein YijD"	4161771	4162130	"+"	"CDS"	NA	"b3964"
3710	"b3965"	"trmA"	NA	"tRNA m(5)U54 methyltransferase"	4162170	4163270	"-"	"CDS"	NA	"b3965"
3711	"b3966"	"btuB"	NA	"cobalamin/cobinamide outer membrane transporter"	4163639	4165483	"+"	"CDS"	NA	"b3966"
3712	"b3967"	"murI"	NA	"glutamate racemase"	4165428	4166285	"+"	"CDS"	NA	"b3967"
3713	"b3972"	"murB"	NA	"UDP-N-acetylenolpyruvoylglucosamine reductase"	4172057	4173085	"+"	"CDS"	NA	"b3972"
3714	"b3974"	"coaA"	NA	"pantothenate kinase"	4174076	4175026	"-"	"CDS"	NA	"b3974"
3715	"b3980"	"tufB"	NA	"translation elongation factor Tu 2"	4175944	4177128	"+"	"CDS"	NA	"b3980"
3716	"b3981"	"secE"	NA	"Sec translocon subunit SecE"	4177358	4177741	"+"	"CDS"	NA	"b3981"
3717	"b3982"	"nusG"	NA	"transcription termination factor NusG"	4177743	4178288	"+"	"CDS"	NA	"b3982"
3718	"b3983"	"rplK"	NA	"50S ribosomal subunit protein L11"	4178447	4178875	"+"	"CDS"	NA	"b3983"
3719	"b3984"	"rplA"	NA	"50S ribosomal subunit protein L1"	4178879	4179583	"+"	"CDS"	NA	"b3984"
3720	"b3985"	"rplJ"	NA	"50S ribosomal subunit protein L10"	4179996	4180493	"+"	"CDS"	NA	"b3985"
3721	"b3986"	"rplL"	NA	"50S ribosomal subunit protein L12"	4180560	4180925	"+"	"CDS"	NA	"b3986"
3722	"b3987"	"rpoB"	NA	"RNA polymerase subunit beta"	4181245	4185273	"+"	"CDS"	NA	"b3987"
3723	"b3988"	"rpoC"	NA	"RNA polymerase subunit beta"	4185350	4189573	"+"	"CDS"	NA	"b3988"
3724	"b3989"	"yjaZ"	NA	"conserved protein YjaZ"	4189786	4190325	"+"	"CDS"	NA	"b3989"
3725	"b3990"	"thiH"	NA	"2-iminoacetate synthase"	4190735	4191868	"-"	"CDS"	NA	"b3990"
3726	"b3991"	"thiG"	NA	"1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase"	4191865	4192635	"-"	"CDS"	NA	"b3991"
3727	"b4407"	"thiS"	NA	"sulfur carrier protein ThiS"	4192637	4192837	"-"	"CDS"	NA	"b4407"
3728	"b3992"	"thiF"	NA	"ThiS adenylyltransferase"	4192821	4193576	"-"	"CDS"	NA	"b3992"
3729	"b3993"	"thiE"	NA	"thiamine phosphate synthase"	4193569	4194204	"-"	"CDS"	NA	"b3993"
3730	"b3994"	"thiC"	NA	"phosphomethylpyrimidine synthase"	4194204	4196099	"-"	"CDS"	NA	"b3994"
3731	"b3995"	"rsd"	NA	"regulator of sigma D"	4196332	4196808	"-"	"CDS"	NA	"b3995"
3732	"b3996"	"nudC"	NA	"NADH pyrophosphatase"	4196903	4197676	"+"	"CDS"	NA	"b3996"
3733	"b3997"	"hemE"	NA	"uroporphyrinogen decarboxylase"	4197716	4198780	"+"	"CDS"	NA	"b3997"
3734	"b3998"	"nfi"	NA	"endonuclease V"	4198790	4199461	"+"	"CDS"	NA	"b3998"
3735	"b3999"	"yjaG"	NA	"conserved protein YjaG"	4199504	4200094	"+"	"CDS"	NA	"b3999"
3736	"b4001"	"yjaH"	NA	"DUF1481 domain-containing protein YjaH"	4200566	4201261	"+"	"CDS"	NA	"b4001"
3737	"b4002"	"zraP"	NA	"zinc responsive, periplasmic protein with chaperone activity"	4201263	4201688	"-"	"CDS"	NA	"b4002"
3738	"b4003"	"zraS"	NA	"sensory histidine kinase ZraS"	4201926	4203323	"+"	"CDS"	NA	"b4003"
3739	"b4005"	"purD"	NA	"phosphoribosylamine--glycine ligase"	4204642	4205931	"-"	"CDS"	NA	"b4005"
3740	"b4006"	"purH"	NA	"bifunctional AICAR transformylase/IMP cyclohydrolase"	4205943	4207532	"-"	"CDS"	NA	"b4006"
3741	"b4011"	"yjaA"	NA	"stress response protein"	4213234	4213617	"+"	"CDS"	NA	"b4011"
3742	"b4012"	"yjaB"	NA	"putative N-acetyltransferase YjaB"	4213680	4214123	"-"	"CDS"	NA	"b4012"
