Consensus_bnumber	Consensus_symbol	Consensus_start	Consensus_stop	Consensus_strand	Consensus_TF	gene_synonyms	product_synonyms	RegulonDB_gene_id	RegulonDB_symbol	RegulonDB_bnumber	RegulonDB_strand	RegulonDB_type	RegulonDB_product_id	RegulonDB_product_name	RegulonDB_product_type	RegulonDB_start	RegulonDB_stop	RegulonDB_TF	refseq_id
b3737	atpE	3920950	3921189	-	0	"b3737,ECK3730,EG10102,papH,uncE,atpE,ECK120000098"	"ATP synthase F<sub>0</sub> complex - subunit c,AtpE,dicyclohexylcarbodiimide-binding protein,F<sub>0</sub>-c,PapH,UncE,ECK120004574,NP_418193.1"	ECK120000098	atpE	b3737	-	NA	ECK120004574	ATP synthase F<sub>0</sub> complex subunit c	NA	3920950	3921189	0	NP_418193.1
b3738	atpB	3921236	3922051	-	0	"b3738,ECK3731,EG10099,papD,uncB,atpB,ECK120000095"	"ATP synthase F<sub>0</sub> complex - a subunit,AtpB,chain A,PapD,protein 6,UncB,ECK120004571,NP_418194.1"	ECK120000095	atpB	b3738	-	NA	ECK120004571	ATP synthase F<sub>0</sub> complex subunit a	NA	3921236	3922051	0	NP_418194.1
b3739	atpI	3922060	3922440	-	0	"b3739,ECK3732,EG10106,uncI,atpI,ECK120000102"	"AtpI,UncI,ECK120004578,NP_418195.2"	ECK120000102	atpI	b3739	-	NA	ECK120004578	ATP synthase accessory factor AtpI	NA	3922060	3922440	0	NP_418195.2
b3740	rsmG	3923057	3923680	-	0	"b3740,ECK3733,EG10376,gidB,rsmG,ECK120000369"	"GidB,ribosomal RNA small subunit methyltransferase G,rRNA small subunit 7-methylguanosine (m7G) methyltransferase,RsmG,ECK120004845,NP_418196.1"	ECK120000369	rsmG	b3740	-	NA	ECK120004845	16S rRNA m<sup>7</sup>G527 methyltransferase	NA	3923057	3923680	0	NP_418196.1
b3741	mnmG	3923744	3925633	-	0	"b3741,ECK3734,EG10375,gidA,trmF,mnmG,ECK120000368"	"GidA,MnmG,protein involved in modification of U34 in tRNA,TrmF,ECK120004844,NP_418197.1"	ECK120000368	mnmG	b3741	-	NA	ECK120004844	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	NA	3923744	3925633	0	NP_418197.1
b3742	mioC	3926012	3926455	-	0	"b3742,ECK3736,EG11199,yieB,mioC,ECK120001180"	"flavoprotein involved in biotin synthesis,MioC,YieB,ECK120005656,NP_418198.1"	ECK120001180	mioC	b3742	-	NA	ECK120005656	flavoprotein MioC	NA	3926012	3926455	0	NP_418198.1
b3743	asnC	3926545	3927003	-	1	"b3743,ECK3737,EG10093,asnC,ECK120000089"	"AsnC,ECK120004565,NP_418199.1"	ECK120000089	asnC	b3743	-	NA	ECK120004565	DNA-binding transcriptional dual regulator AsnC	NA	3926545	3927003	1	NP_418199.1
b3744	asnA	3927155	3928147	+	0	"b3744,ECK3738,EG10091,asnA,ECK120000087"	"AsnA,ECK120004563,NP_418200.1"	ECK120000087	asnA	b3744	+	NA	ECK120004563	asparagine synthetase A	NA	3927155	3928147	0	NP_418200.1
b3745	viaA	3928152	3929603	-	0	"b3745,ECK3739,EG11730,yieD,yieD_1,yieD_2,yieM,viaA,ECK120001669"	"stimulator of RavA ATPase activity,ViaA,YieD,YieM,ECK120006145,YP_026243.1"	ECK120001669	viaA	b3745	-	NA	ECK120006145	protein ViaA	NA	3928152	3929603	0	YP_026243.1
b3746	ravA	3929597	3931093	-	0	"b3746,ECK3740,EG11731,yieN,ravA,ECK120001670"	"RavA,YieN,ECK120006146,NP_418202.4"	ECK120001670	ravA	b3746	-	NA	ECK120006146	regulatory ATPase RavA	NA	3929597	3931093	0	NP_418202.4
b3747	kup	3931316	3933184	+	0	"b3747,ECK3741,EG11541,trkD,kup,ECK120001495"	"Kup,TrkD,ECK120005971,YP_026244.1"	ECK120001495	kup	b3747	+	NA	ECK120005971	K<sup>+</sup>:H<sup>+</sup> symporter Kup	NA	3931316	3933184	0	YP_026244.1
b3748	rbsD	3933351	3933770	+	0	"b3748,ECK3742,EG10817,rbsP,rbsD,ECK120000808"	"RbsD,RbsP,ECK120005284,NP_418204.2"	ECK120000808	rbsD	b3748	+	NA	ECK120005284	D-ribose pyranase	NA	3933351	3933770	0	NP_418204.2
b3749	rbsA	3933778	3935283	+	0	"b3749,ECK3743,EG10814,rbsP,rbsT,rbsA,ECK120000805"	"RbsA,RbsP,RbsT,ECK120005281,NP_418205.1"	ECK120000805	rbsA	b3749	+	NA	ECK120005281	ribose ABC transporter ATP binding subunit	NA	3933778	3935283	0	NP_418205.1
b3750	rbsC	3935288	3936253	+	0	"b3750,ECK3744,EG10816,rbsP,rbsT,rbsC,ECK120000807"	"RbsC,RbsP,RbsT,ECK120005283,NP_418206.1"	ECK120000807	rbsC	b3750	+	NA	ECK120005283	ribose ABC transporter membrane subunit	NA	3935288	3936253	0	NP_418206.1
b3751	rbsB	3936278	3937168	+	0	"b3751,ECK3745,EG10815,prlB,rbsP,rbsB,ECK120000806"	"PrlB,RbsB,RbsP,ECK120005282,NP_418207.1"	ECK120000806	rbsB	b3751	+	NA	ECK120005282	ribose ABC transporter periplasmic binding protein	NA	3936278	3937168	0	NP_418207.1
ECK125289074	rbsB 3'	3937045	3937278	+	0	"ECK125289074,NA,rbsB 3'"	"ECK125289074,ECK125289075"	ECK125289074	rbsB 3'	NA	+	NA	ECK125289075	RbsZ	small RNA	3937045	3937278	0	NA
b3752	rbsK	3937294	3938223	+	0	"b3752,ECK3746,EG10818,rbsK,ECK120000809"	"RbsK,ECK120005285,NP_418208.1"	ECK120000809	rbsK	b3752	+	NA	ECK120005285	ribokinase	NA	3937294	3938223	0	NP_418208.1
b3753	rbsR	3938227	3939219	+	1	"b3753,ECK3747,EG10819,rbsR,ECK120000810"	"RbsR,regulator for rbs operon,ECK120005286,NP_418209.1"	ECK120000810	rbsR	b3753	+	NA	ECK120005286	DNA-binding transcriptional dual regulator RbsR	NA	3938227	3939219	1	NP_418209.1
b3754	hsrA	3939185	3940612	-	0	"b3754,ECK3748,EG11732,yieO,hsrA,ECK120001671"	"HsrA,multidrug efflux pump HsrA,YieO,ECK120006147,NP_418210.1"	ECK120001671	hsrA	b3754	-	NA	ECK120006147	putative transporter HsrA	NA	3939185	3940612	0	NP_418210.1
b3755	yieP	3940635	3941327	-	0	"b3755,ECK3749,EG11733,yieP,ECK120001672"	"YieP,ECK120006148,YP_026245.1"	ECK120001672	yieP	b3755	-	NA	ECK120006148	DNA-binding transcriptional regulator YieP	NA	3940635	3941327	0	YP_026245.1
b3756	rrsC	3941808	3943349	+	0	"b3756,ECK3750,EG30086,b3756_rRNA_3941807_3943349,rrsC,ECK120002528"	"16S rRNA,rrsC,rrsC 16S ribosomal RNA,ECK120007002"	ECK120002528	rrsC	b3756	+	NA	ECK120007002	16S ribosomal RNA	rRNA	3941808	3943349	0	NA
b3757	gltU	3943435	3943510	+	0	"b3757,ECK3751,EG30033,tgtC,b3757_tRNA_3943434_3943510,gltU,ECK120002475"	"tRNA<sup>gltU</sup>,ECK120006950"	ECK120002475	gltU	b3757	+	NA	ECK120006950	tRNA-Glu(UUC)	tRNAs	3943435	3943510	0	NA
b3758	rrlC	3943704	3946607	+	0	"b3758,ECK3752,EG30079,b3758_rRNA_3943703_3946607,rrlC,ECK120002521"	"23S rRNA,rrlC,rrlC 23S ribosomal RNA,ECK120006995"	ECK120002521	rrlC	b3758	+	NA	ECK120006995	23S ribosomal RNA	rRNA	3943704	3946607	0	NA
b3759	rrfC	3946700	3946819	+	0	"b3759,ECK3753,EG30072,b3759_rRNA_3946699_3946819,rrfC,ECK120002514"	"5S rRNA,rrfC,rrfC 5S ribosomal RNA,ECK120006988"	ECK120002514	rrfC	b3759	+	NA	ECK120006988	5S ribosomal RNA	rRNA	3946700	3946819	0	NA
b3760	aspT	3946872	3946948	+	0	"b3760,ECK3754,EG30023,tasC,b3760_tRNA_3946871_3946948,aspT,ECK120002466"	"tRNA<sup>aspT</sup>,ECK120006941"	ECK120002466	aspT	b3760	+	NA	ECK120006941	tRNA-Asp(GUC)	tRNAs	3946872	3946948	0	NA
b3761	trpT	3946957	3947032	+	0	"b3761,ECK3755,EG30105,su7,su8,su9,supU,supV,b3761_tRNA_3946956_3947032,trpT,ECK120002547"	"tRNA<sup>Trp</sup>,tRNA<sup>trpT</sup>,ECK120007021"	ECK120002547	trpT	b3761	+	NA	ECK120007021	tRNA-Trp(CCA)	tRNAs	3946957	3947032	0	NA
b4480	hdfR	3947128	3947967	-	1	"b3762,b3763,b4480,ECK3756,EG11449,yifA,yifD,hdfR,ECK120001412"	"HdfR,YifA,YifD,ECK120005888,YP_026246.1"	ECK120001412	hdfR	b4480	-	NA	ECK120005888	DNA-binding transcriptional dual regulator HdfR	NA	3947128	3947967	1	YP_026246.1
b3764	maoP	3948086	3948424	+	0	"b3764,ECK3757,EG11450,yifE,maoP,ECK120001413"	"MaoP,YifE,ECK120005889,NP_418213.1"	ECK120001413	maoP	b3764	+	NA	ECK120005889	macrodomain Ori protein	NA	3948086	3948424	0	NP_418213.1
b3765	yifB	3948449	3949969	-	0	"b3765,ECK3758,EG11260,yifB,ECK120001235"	"putative ATP-dependent protease,YifB,ECK120005711,NP_418214.2"	ECK120001235	yifB	b3765	-	NA	ECK120005711	putative magnesium chelatase YifB	NA	3948449	3949969	0	NP_418214.2
b3766	ilvL	3950322	3950420	+	0	"b3766,ECK3759,EG11270,ilvL,ECK120001244"	"IlvL,ECK120005720,NP_418215.1"	ECK120001244	ilvL	b3766	+	NA	ECK120005720	<i>ilvXGMEDA</i> operon leader peptide	NA	3950322	3950420	0	NP_418215.1
b4669	ilvX	3950507	3950557	+	0	"b4669,ECK4484,G0-10641,ilvX,ECK120048853"	"IlvX,ECK120048873,YP_002791259.1"	ECK120048853	ilvX	b4669	+	NA	ECK120048873	uncharacterized protein IlvX	NA	3950507	3950557	0	YP_002791259.1
b4488	ilvG	3950560	3952204	+	0	"b3767,b3768,b4488,ECK3760,G8221,ilvO,ilvG,ECK120004461"	"b4488,ECK120008897"	ECK120004461	ilvG	b4488	+	Pseudo Gene	ECK120008897	"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)"	NA	3950560	3952204	0	NA
b3769	ilvM	3952201	3952464	+	0	"b3769,ECK3761,EG10501,ilvM,ECK120000494"	"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit,IlvM,ECK120004970,NP_418217.1"	ECK120000494	ilvM	b3769	+	NA	ECK120004970	acetolactate synthase II subunit IlvM	NA	3952201	3952464	0	NP_418217.1
b3770	ilvE	3952484	3953413	+	0	"b3770,ECK3762,EG10497,ilvE,ECK120000490"	"IlvE,ECK120004966,YP_026247.1"	ECK120000490	ilvE	b3770	+	NA	ECK120004966	branched-chain-amino-acid aminotransferase	NA	3952484	3953413	0	YP_026247.1
b3771	ilvD	3953478	3955328	+	0	"b3771,ECK3763,EG10496,ilvD,ECK120000489"	"IlvD,ECK120004965,YP_026248.1"	ECK120000489	ilvD	b3771	+	NA	ECK120004965	dihydroxy-acid dehydratase	NA	3953478	3955328	0	YP_026248.1
b3772	ilvA	3955331	3956875	+	0	"b3772,ECK3764,EG10493,ile,ilvA,ECK120000486"	"Ile,IlvA,ECK120004962,NP_418220.1"	ECK120000486	ilvA	b3772	+	NA	ECK120004962	threonine deaminase	NA	3955331	3956875	0	NP_418220.1
b3773	ilvY	3956927	3957820	-	1	"b3773,ECK3765,EG10503,ilvY,ECK120000496"	"IlvY,positive regulator for ilvC,ECK120004972,NP_418221.1"	ECK120000496	ilvY	b3773	-	NA	ECK120004972	DNA-binding transcriptional dual regulator IlvY	NA	3956927	3957820	1	NP_418221.1
b3774	ilvC	3957970	3959445	+	0	"b3774,ECK3766,EG10495,ilvC,ECK120000488"	"IlvC,ECK120004964,NP_418222.1"	ECK120000488	ilvC	b3774	+	NA	ECK120004964	ketol-acid reductoisomerase (NADP<sup>+</sup>)	NA	3957970	3959445	0	NP_418222.1
b3775	ppiC	3959532	3959813	-	0	"b3775,ECK3767,EG12352,parvA,ppiC,ECK120002222"	"Par10,parvulin,PpiC,rotamase C,ECK120006697,NP_418223.1"	ECK120002222	ppiC	b3775	-	NA	ECK120006697	peptidyl-prolyl <i>cis-trans</i> isomerase C	NA	3959532	3959813	0	NP_418223.1
b3777	yifN	3960012	3960460	-	0	"b3777,ECK3768,ECK3769,G7798,yifO,yifN,ECK120004310"	"b3777,ECK120008749"	ECK120004310	yifN	b3777	-	Pseudo Gene	ECK120008749	putative toxin YifN	NA	3960012	3960460	0	NA
b3778	rep	3960677	3962698	+	0	"b3778,dasC,ECK3770,EG10837,mbrA,mmrA,rep,ECK120000828"	"DasC,MbrA,MmrA,Rep,Rep helicase, a single-stranded DNA-dependent ATPase,ECK120005304,YP_026251.1"	ECK120000828	rep	b3778	+	NA	ECK120005304	ATP-dependent DNA helicase Rep	NA	3960677	3962698	0	YP_026251.1
b3779	gpp	3962745	3964229	-	0	"b3779,ECK3771,EG10413,gppA,gpp,ECK120000406"	"Gpp,GppA,ECK120004882,YP_026252.1"	ECK120000406	gpp	b3779	-	NA	ECK120004882	"guanosine-5'-triphosphate,3'-diphosphate phosphatase"	NA	3962745	3964229	0	YP_026252.1
b3780	rhlB	3964365	3965630	-	0	"b3780,ECK3772,EG10844,mmrA,rhlB,ECK120000835"	"ATP-dependent RNA helicase of the RNA degradosome,MmrA,RhlB,ECK120005311,NP_418227.1"	ECK120000835	rhlB	b3780	-	NA	ECK120005311	ATP-dependent RNA helicase RhlB	NA	3964365	3965630	0	NP_418227.1
b3781	trxA	3965761	3966090	+	0	"b3781,dasC,ECK3773,EG11031,fipA,tsnC,trxA,ECK120001020"	"DasC,FipA,thioredoxin(SH)<sub>2</sub>,TRX1,TrxA,TsnC,ECK120005496,NP_418228.2"	ECK120001020	trxA	b3781	+	NA	ECK120005496	thioredoxin 1	NA	3965761	3966090	0	NP_418228.2
b3782	rhoL	3966231	3966332	+	0	"b3782,ECK3774,EG12428,rhoL,ECK120002284"	"RhoL,ECK120006759"	ECK120002284	rhoL	b3782	+	NA	ECK120006759	<i>rho</i> operon leader peptide	NA	3966231	3966332	0	NA
b3783	rho	3966417	3967676	+	0	"b3783,ECK3775,EG10845,nitA,nusD,psu,psuA,rnsC,sbaA,sun,tsu,rho,ECK120000836"	"NitA,NusD,Psu,PsuA,Rho,RnsC,SbaA,Sun,transcription termination factor Rho;  polarity suppressor,Tsu,ECK120005312,NP_418230.1"	ECK120000836	rho	b3783	+	NA	ECK120005312	transcription termination factor Rho	NA	3966417	3967676	0	NP_418230.1
b3784	rfe	3967916	3969019	+	0	"b3784,ECK3776,EG10840,wecA,rfe,ECK120000831"	"Rfe,WecA,ECK120005307,NP_418231.1"	ECK120000831	rfe	b3784	+	NA	ECK120005307	UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase	NA	3967916	3969019	0	NP_418231.1
b3785	wzzE	3969031	3970077	+	0	"b3785,ECK3777,EG11295,metNSt,wzz,yifC,wzzE,ECK120001268"	"Wzz,WzzE,YifC,ECK120005744,NP_418232.2"	ECK120001268	wzzE	b3785	+	NA	ECK120005744	enterobacterial common antigen polysaccharide co-polymerase	NA	3969031	3970077	0	NP_418232.2
b3786	wecB	3970133	3971263	+	0	"b3786,ECK3778,EG11451,mnaA,nfrC,rffE,yifF,wecB,ECK120001414"	"MnaA,NfrC,RffE,WecB,YifF,ECK120005890,YP_026253.1"	ECK120001414	wecB	b3786	+	NA	ECK120005890	UDP-<i>N</i>-acetylglucosamine 2-epimerase	NA	3970133	3971263	0	YP_026253.1
b3787	wecC	3971260	3972522	+	0	"b3787,ECK3779,EG11452,mnaB,rff,rffD,wecC,ECK120001415"	"MnaB,Rff,RffD,WecC,ECK120005891,YP_026254.1"	ECK120001415	wecC	b3787	+	NA	ECK120005891	UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase	NA	3971260	3972522	0	YP_026254.1
b3788	rffG	3972522	3973589	+	0	"b3788,ECK3780,EG11453,rff,rffG,ECK120001416"	"Rff,RffG,ECK120005892,YP_026255.1"	ECK120001416	rffG	b3788	+	NA	ECK120005892	"dTDP-glucose 4,6-dehydratase 2"	NA	3972522	3973589	0	YP_026255.1
b3789	rffH	3973608	3974489	+	0	"b3789,ECK3781,EG11454,yifG,rffH,ECK120001417"	"RffH,YifG,ECK120005893,NP_418236.1"	ECK120001417	rffH	b3789	+	NA	ECK120005893	dTDP-glucose pyrophosphorylase 2	NA	3973608	3974489	0	NP_418236.1
b3790	rffC	3974467	3975141	+	0	"b3790,ECK3782,EG11455,rff,wecD,yifH,rffC,ECK120001418"	"Rff,RffC,WecD,YifH,ECK120005894,YP_026256.2"	ECK120001418	rffC	b3790	+	NA	ECK120005894	"dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase"	NA	3974467	3975141	0	YP_026256.2
b3791	wecE	3975146	3976276	+	0	"b3791,ECK3783,EG11456,fcnA,rff,rffA,yifI,wecE,ECK120001419"	"FcnA,Rff,RffA,WecE,YifI,ECK120005895,NP_418238.1"	ECK120001419	wecE	b3791	+	NA	ECK120005895	dTDP-4-dehydro-6-deoxy-D-glucose transaminase	NA	3975146	3976276	0	NP_418238.1
b3792	wzxE	3976278	3977528	+	0	"b3792,ECK3784,EG11486,wzx,yifJ,wzxE,ECK120001442"	"Wzx,WzxE,YifJ,ECK120005918,NP_418239.1"	ECK120001442	wzxE	b3792	+	NA	ECK120005918	lipid III flippase	NA	3976278	3977528	0	NP_418239.1
b4481	wecF	3977525	3978604	+	0	"b4404,b4405,b4481,ECK3785,G7800,rff,rffT,yifM,wecF,ECK120004311"	"Rff,RffT,WecF,YifM,ECK120008750,YP_026257.1"	ECK120004311	wecF	b4481	+	NA	ECK120008750	TDP-<i>N</i>-acetylfucosamine:lipid II <i>N</i>-acetylfucosaminyltransferase	NA	3977525	3978604	0	YP_026257.1
b3793	wzyE	3978601	3979953	+	0	"b3793,ECK3786,EG11457,rffT,wzyE,ECK120001420"	"RffT,WzyE,ECK120005896,NP_418241.1"	ECK120001420	wzyE	b3793	+	NA	ECK120005896	putative enterobacterial common antigen polymerase	NA	3978601	3979953	0	NP_418241.1
b3794	rffM	3979956	3980696	+	0	"b3794,ECK3787,EG11458,rff,wecG,rffM,ECK120001421"	"Rff,RffM,WecG,ECK120005897,NP_418242.1"	ECK120001421	rffM	b3794	+	NA	ECK120005897	UDP-N-acetyl-D-mannosaminuronic acid transferase	NA	3979956	3980696	0	NP_418242.1
b3795	yifK	3980887	3982272	+	0	"b3795,ECK3788,EG11459,yifK,ECK120001422"	"YifK,ECK120005898,YP_026258.1"	ECK120001422	yifK	b3795	+	NA	ECK120005898	putative transporter YifK	NA	3980887	3982272	0	YP_026258.1
b3796	argX	3982375	3982451	+	0	"b3796,ECK3789,EG30017,b3796_tRNA_3982374_3982451,argX,ECK120002460"	"tRNA<sup>argX</sup>,ECK120006935"	ECK120002460	argX	b3796	+	NA	ECK120006935	tRNA-Arg(CCG)	tRNAs	3982375	3982451	0	NA
b3797	hisR	3982509	3982585	+	0	"b3797,ECK3790,EG30042,hisT,b3797_tRNA_3982508_3982585,hisR,ECK120002484"	"tRNA<sup>hisR</sup>,ECK120006959"	ECK120002484	hisR	b3797	+	NA	ECK120006959	tRNA-His(GUG)	tRNAs	3982509	3982585	0	NA
b3798	leuT	3982606	3982692	+	0	"b3798,ECK3791,EG30049,b3798_tRNA_3982605_3982692,leuT,ECK120002491"	"tRNA<sup>leuT</sup>,ECK120006966"	ECK120002491	leuT	b3798	+	NA	ECK120006966	tRNA-Leu(CAG)	tRNAs	3982606	3982692	0	NA
b3799	proM	3982735	3982811	+	0	"b3799,ECK3792,EG30068,proU,b3799_tRNA_3982734_3982811,proM,ECK120002510"	"tRNA<sup>proM</sup>,ECK120006984"	ECK120002510	proM	b3799	+	NA	ECK120006984	tRNA-Pro(UGG)	tRNAs	3982735	3982811	0	NA
b3800	aslB	3982958	3984193	+	0	"atsB,b3800,ECK3793,EG10090,gppB,aslB,ECK120000086"	"AslB,AtsB,GppB,ECK120004562,YP_026259.1"	ECK120000086	aslB	b3800	+	NA	ECK120004562	putative anaerobic sulfatase maturation enzyme AslB	NA	3982958	3984193	0	YP_026259.1
b3801	aslA	3984352	3986007	-	0	"atsA,b3801,ECK3794,EG10089,gppB,aslA,ECK120000085"	"AslA,AtsA,GppB,ECK120004561,NP_418245.1"	ECK120000085	aslA	b3801	-	NA	ECK120004561	putative sulfatase AslA	NA	3984352	3986007	0	NP_418245.1
b4456	glmZ	3986432	3986603	+	0	"b4456,ECK3795,G0-8873,k19,psrA20,ryiA,sraJ,b4456_ncRNA_3986431_3986603,glmZ,ECK120002585"	"K19,psrA20,ryiA,small regulatory RNA GlmZ,sraJ,ECK120007059"	ECK120002585	glmZ	b4456	+	NA	ECK120007059	GlmZ	small RNA	3986432	3986603	0	NA
b3802	hemY	3986686	3987882	-	0	"b3802,ECK3796,EG10434,hemY,ECK120000427"	"HemY,ECK120004903,NP_418246.1"	ECK120000427	hemY	b3802	-	NA	ECK120004903	protein HemY	NA	3986686	3987882	0	NP_418246.1
b3803	hemX	3987885	3989066	-	0	"b3803,ECK3797,EG10433,hemX,ECK120000426"	"HemX,ECK120004902,NP_418247.1"	ECK120000426	hemX	b3803	-	NA	ECK120004902	PF04375 family protein HemX	NA	3987885	3989066	0	NP_418247.1
b3804	hemD	3989088	3989828	-	0	"b3804,ECK3798,EG10430,hemD,ECK120000423"	"HemD,ECK120004899,NP_418248.1"	ECK120000423	hemD	b3804	-	NA	ECK120004899	uroporphyrinogen-III synthase	NA	3989088	3989828	0	NP_418248.1
b3805	hemC	3989825	3990766	-	0	"b3805,ECK3799,EG10429,popE,hemC,ECK120000422"	"HemC,PopE,ECK120004898,YP_026260.1"	ECK120000422	hemC	b3805	-	NA	ECK120004898	hydroxymethylbilane synthase	NA	3989825	3990766	0	YP_026260.1
b3806	cyaA	3991153	3993699	+	0	"b3806,cya,ECK3800,EG10170,cyaA,ECK120000166"	"Cya,CyaA,ECK120004642,NP_418250.1"	ECK120000166	cyaA	b3806	+	NA	ECK120004642	adenylate cyclase	NA	3991153	3993699	0	NP_418250.1
b3807	cyaY	3993739	3994059	-	0	"b3807,ECK3801,EG11653,cyaY,ECK120001597"	"CyaY,ECK120006073,NP_418251.1"	ECK120001597	cyaY	b3807	-	NA	ECK120006073	frataxin CyaY	NA	3993739	3994059	0	NP_418251.1
b3808	yzcX	3993850	3994335	+	0	"b3808,ECK3802,G7802,yzcX,ECK120004312"	"YzcX,ECK120008751"	ECK120004312	yzcX	b3808	+	NA	ECK120008751	protein YzcX	NA	3993850	3994335	0	NA
b4558	yifL	3994522	3994725	+	0	"b4558,ECK3803,G0-10471,yifL,ECK120016323"	"YifL,ECK120016396,YP_588473.1"	ECK120016323	yifL	b4558	+	NA	ECK120016396	putative lipoprotein YifL	NA	3994522	3994725	0	YP_588473.1
b3809	dapF	3994762	3995586	+	0	"b3809,ECK3804,EG10209,dapF,ECK120000203"	"DapF,ECK120004679,NP_418254.2"	ECK120000203	dapF	b3809	+	NA	ECK120004679	diaminopimelate epimerase	NA	3994762	3995586	0	NP_418254.2
b3810	yigA	3995583	3996290	+	0	"b3810,ECK3805,EG11201,yigA,ECK120001181"	"YigA,ECK120005657,NP_418255.1"	ECK120001181	yigA	b3810	+	NA	ECK120005657	DUF484 domain-containing protein YigA	NA	3995583	3996290	0	NP_418255.1
b3811	xerC	3996287	3997183	+	0	"b3811,ECK3806,EG11069,xerC,ECK120001058"	"XerC,ECK120005534,NP_418256.1"	ECK120001058	xerC	b3811	+	NA	ECK120005534	site-specific tyrosine recombinase	NA	3996287	3997183	0	NP_418256.1
b3812	yigB	3997183	3997899	+	0	"b3812,ECK3807,EG11202,yigB,ECK120001182"	"YigB,ECK120005658,NP_418257.1"	ECK120001182	yigB	b3812	+	NA	ECK120005658	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	NA	3997183	3997899	0	NP_418257.1
b3813	uvrD	3997983	4000145	+	0	"b3813,dar-2,dda,ECK3808,EG11064,mutU,pdeB,rad,recL,srjC,uvr502,uvrE,uvrD,ECK120001053"	"Dda,MutU,PdeB,Rad,RecL,SrjC,UvrD,UvrE,ECK120005529,NP_418258.1"	ECK120001053	uvrD	b3813	+	NA	ECK120005529	DNA helicase II	NA	3997983	4000145	0	NP_418258.1
U00096_ncRNA_3999213_3999357	yigE5'	3999214	3999357	+	NA	"U00096_ncRNA_3999213_3999357,yigE5p,yigE5',ECK125272710"	"RNA0-366,ECK125272711"	ECK125272710	yigE5'	NA	+	NA	ECK125272711	YigE5'	small RNA	NA	NA	NA	NA
b4482	yigE	4000292	4001056	-	0	"b3814,b3815,b4482,ECK3809,EG11462,yigE,ECK120001424"	"YigE,ECK120005900,YP_026261.1"	ECK120001424	yigE	b4482	-	NA	ECK120005900	DUF2233 domain-containing protein YigE	NA	4000292	4001056	0	YP_026261.1
ECK125135307	ECK125135307	4001191	4001334	+	0	"G0-10704,NA,ECK125135307"	"ECK125135307,NA"	ECK125135307	NA	NA	+	Phantom Gene	NA	NA	NA	4001191	4001334	0	NA
b4799	ysgD	4001218	4001274	+	0	"b4799,ECK4656,G0-17045,ysgD,ECK125286414"	"YsgD,ECK125286429"	ECK125286414	ysgD	b4799	+	NA	ECK125286429	protein YsgD	NA	4001218	4001274	0	NA
b3816	corA	4001426	4002376	+	0	"b3816,ECK3810,EG11463,corA,ECK120001425"	"CorA,CorA magnesium ion MIT transporter,nickel/cobalt/magnesium transporter,ECK120005901,NP_418260.1"	ECK120001425	corA	b3816	+	NA	ECK120005901	Ni<sup>2+</sup>/Co<sup>2+</sup>/Mg<sup>2+</sup> transporter	NA	4001426	4002376	0	NP_418260.1
b3817	yigF	4002419	4002799	-	0	"b3817,ECK3811,EG11464,yigF,ECK120001426"	"YigF,ECK120005902,NP_418261.1"	ECK120001426	yigF	b3817	-	NA	ECK120005902	DUF2628 domain-containing protein YigF	NA	4002419	4002799	0	NP_418261.1
b3818	yigG	4002813	4003193	-	0	"b3818,ECK3812,EG11465,yigG,ECK120001427"	"YigG,ECK120005903,NP_418262.2"	ECK120001427	yigG	b3818	-	NA	ECK120005903	inner membrane protein	NA	4002813	4003193	0	NP_418262.2
b3819	rarD	4003288	4004178	-	0	"b3819,ECK3813,EG11466,yigH,rarD,ECK120001428"	"RarD,YigH,ECK120005904,YP_026262.1"	ECK120001428	rarD	b3819	-	NA	ECK120005904	putative transporter RarD	NA	4003288	4004178	0	YP_026262.1
b3820	yigI	4004230	4004697	-	0	"b3820,ECK3814,EG11467,yigI,ECK120001429"	"YigI,ECK120005905,NP_418264.4"	ECK120001429	yigI	b3820	-	NA	ECK120005905	putative thioesterase YigI	NA	4004230	4004697	0	NP_418264.4
b3821	pldA	4004862	4005731	+	0	"b3821,ECK3815,EG10738,pldA,ECK120000729"	"OMPLA,PldA,ECK120005205,NP_418265.1"	ECK120000729	pldA	b3821	+	NA	ECK120005205	outer membrane phospholipase A	NA	4004862	4005731	0	NP_418265.1
b3822	recQ	4005864	4007693	+	0	"b3822,ECK3816,EG10833,recQ,ECK120000824"	"RecQ,ECK120005300,YP_026263.3"	ECK120000824	recQ	b3822	+	NA	ECK120005300	ATP-dependent DNA helicase RecQ	NA	4005864	4007693	0	YP_026263.3
b3823	rhtC	4007757	4008377	+	0	"b3823,ECK3817,EG11468,yigJ,rhtC,ECK120001430"	"RhtC,YigJ,ECK120005906,YP_026264.1"	ECK120001430	rhtC	b3823	+	NA	ECK120005906	L-threonine exporter	NA	4007757	4008377	0	YP_026264.1
